Phone Number,Order ID,Order Date,Payment Method,SKU Code,SKU Name,SKU Category,SKU Price,Qty Sold,Net Value,Channel,Store,Profit
82198386853,6C8714439958,4/30/2025,QRIS,10601700000000,CAP JEMPOL SAMBAL HOT&SWEET 320ML,BUMBU & KONDIMEN,24500,4,98000,WA,CIKAMPEK,34364
85710188770,6C6868736619,4/1/2025,Voucher,10602400000000,BAKOEL JADOEL KUNYIT ASAM 250ML,MAKANAN & MINUMAN OLAHAN,18500,3,55500,Gojek,GDC DEPOK,10500
82147893070,6C9424327403,6/6/2025,Cash,10607800000000,LIANGGUI SURPRISE GUMMY GRAPE 108GR,MAKANAN & MINUMAN OLAHAN,17500,3,52500,Gojek,JATI RAWAMANGUN,19221.9
85775725030,6C4470207641,8/26/2025,Cash,10100100000000,BEEF URAT MAYANG 1KG,DAGING,62000,3.16,195920,WA,CIKAMPEK,30484.52
81134156910,6C8022096578,7/4/2025,Debit Card,10605300000000,PAMMA KALDU BOUILLON MUSHROOM 80GR,MAKANAN & MINUMAN OLAHAN,13500,5,67500,Gojek,TEBET,17500
81352165368,6C3327388923,5/23/2025,Debit Card,10707700000000,PANGGANGAN BESAR,MAKANAN & MINUMAN OLAHAN,66600,3,199800,Shopee,KEMANG,57300
81352165368,6C3327388923,5/23/2025,Debit Card,10501200000000,CHAMP BEEF SOSIS SERBAGUNA 375GR,DAGING,40000,3.88,155200,Shopee,KEMANG,41421.64
85772315274,6C6290590402,7/5/2025,Voucher,10300700000000,INOFU TOFU SPECIAL 400GR,MAKANAN & MINUMAN OLAHAN,17900,2,35800,WA,KEMANG,10800
85772315274,6C6290590402,7/5/2025,Voucher,10501200000000,ADELL CHICKEN WINGS 500GR,AYAM & TELUR,59500,2.43,144585,WA,KEMANG,40598.01
81128595496,6C5634413035,12/4/2025,Cash,10601700000000,MAYUMI ORIGINAL 100GR,MAKANAN & MINUMAN OLAHAN,7500,4,30000,Shopee,CIKAMPEK,7081.08
81128595496,6C5634413035,12/4/2025,Cash,10603300000000,WONHAE GUMMY CHOCO TRUFFLE 35GR,MAKANAN & MINUMAN OLAHAN,15500,2,31000,Shopee,CIKAMPEK,8117.12
81128595496,6C5634413035,12/4/2025,Cash,10100200000000,SIRLOIN STEAK AUS PM 200GR,DAGING,30000,3.43,102900,Shopee,CIKAMPEK,18865
81237982742,6C5583825202,7/1/2025,Debit Card,11205200000000,METZGER BEEF PEPPERONI CLASSIC 150GR,DAGING,46000,2.81,129260,Offline,GDC DEPOK,35968
81318160191,6C2468072072,1/4/2025,Voucher,11506400000000,TENGGIRI STEAK BELAH 1KG,MAKANAN & MINUMAN OLAHAN,69900,3,209700,Shopee,JATI RAWAMANGUN,89700
81369878992,6C9246657914,10/26/2025,QRIS,10501200000000,TAHU KIPAS SEAFOOD,IKAN & HASIL LAUT,26500,4.6,121900,Offline,JATI RAWAMANGUN,29900
85755748250,6C7633191088,9/24/2025,Debit Card,10602400000000,AQUA GALON 19L,MAKANAN & MINUMAN OLAHAN,22000,4,88000,Tokopedia,JATI RAWAMANGUN,23135.12
85755748250,6C7633191088,9/24/2025,Debit Card,11205200000000,BOSS SOSIS AYAM KOMBINASI LONG 500GR,AYAM & TELUR,24500,3.42,83790,Tokopedia,JATI RAWAMANGUN,29647.98
82157905959,6C2234488475,7/25/2025,Debit Card,10601400000000,SARIWANGI TEA BAG ASLI 100S,MAKANAN & MINUMAN OLAHAN,24900,4,99600,WA,TEBET,26447
82157905959,6C2234488475,7/25/2025,Debit Card,10501100000000,GREENFIELDS YOGURT DRINK BLUEBERRY 250ML,MAKANAN & MINUMAN OLAHAN,9200,1,9200,WA,TEBET,2210
85744483324,6C2322192190,7/26/2025,Debit Card,10501100000000,CIMORY YOGHURT GREEK ORI THICK&CREAMY 400ML,MAKANAN & MINUMAN OLAHAN,39800,3,119400,Offline,KEMANG,29400
85744483324,6C2322192190,7/26/2025,Debit Card,10501100000000,SURI BAKSO JUMBO MOZARELLA 10B,PRODUK OLAHAN BEKU,100000,5,500000,Offline,KEMANG,90910
85744483324,6C2322192190,7/26/2025,Debit Card,10501100000000,PROCHIZ CHEDDAR SLICE 10S,DAGING,14400,2.27,32688,Offline,KEMANG,8846.19
85744483324,6C2322192190,7/26/2025,Debit Card,10607800000000,SIIP BITES CHEESE 62GR,MAKANAN & MINUMAN OLAHAN,6900,4,27600,Offline,KEMANG,8320.68
85744483324,6C2322192190,7/26/2025,Debit Card,10603800000000,ROYCO BUMBU RENDANG 40GR,DAGING,7000,3.39,23730,Offline,KEMANG,7695.3
85762986353,6C4039987424,3/28/2025,QRIS,10603900000000,PRABU KERUPUK SAMIT 200GR,MAKANAN & MINUMAN OLAHAN,17800,1,17800,Shopee,GDC DEPOK,5800
82164230952,6C7742583125,2/19/2025,QRIS,11201200000000,GOURMET MASTER BITES SAUSAGES CHEESE 360GR,BUMBU & KONDIMEN,39000,2,78000,Offline,KEMANG,27892
82164230952,6C7742583125,2/19/2025,QRIS,10603900000000,PRABU PISANG MANIS 200GR,MAKANAN & MINUMAN OLAHAN,17500,3,52500,Offline,KEMANG,18000
82164230952,6C7742583125,2/19/2025,QRIS,10607800000000,MAICIH KERIPIK BASRENG 100GR,MAKANAN & MINUMAN OLAHAN,20900,2,41800,Offline,KEMANG,11800
81321704643,6C1676053795,5/20/2025,Voucher,10501200000000,SEAFOODKING BAKSO IKAN MIX KG,IKAN & HASIL LAUT,87900,1.4,123060,Tokopedia,CIKAMPEK,33460
81344021633,6C3304321050,10/8/2025,Voucher,10601700000000,LEE KUM KEE SAUS TIRAM 145GR,BUMBU & KONDIMEN,16800,1,16800,Offline,KRANGGAN,4700
81344021633,6C3304321050,10/8/2025,Voucher,10602200000000,NISSIN IRVINS SALTED EGG 117GR,MAKANAN & MINUMAN OLAHAN,13500,2,27000,Offline,KRANGGAN,5660
82198074544,6C3321467013,8/18/2025,Cash,10607800000000,MR P HONEY ROASTED CASHEW NUT 80GR,MAKANAN & MINUMAN OLAHAN,40300,2,80600,WA,JATI RAWAMANGUN,19807.2
82198074544,6C3321467013,8/18/2025,Cash,10602600000000,GARUDA SKIPY PEANUT BUTTER WAFER CONE 45GR,MAKANAN & MINUMAN OLAHAN,8500,5,42500,WA,JATI RAWAMANGUN,13095
81124921739,6C7140250171,2/22/2025,QRIS,10200400000000,AYAM GILING PAHA 500GR,AYAM & TELUR,32000,1.7,54400,WA,TEBET,12739.8
81124921739,6C7140250171,2/22/2025,QRIS,10601800000000,JAYS GARLIC POWDER 80GR,MAKANAN & MINUMAN OLAHAN,24500,2,49000,WA,TEBET,11400
85739353777,6C1527269088,11/27/2025,Debit Card,10602600000000,KUSUKA KARI AYAM 100GR,AYAM & TELUR,10500,3.18,33390,Shopee,KEMANG,6919.68
85739353777,6C1527269088,11/27/2025,Debit Card,10607300000000,NUTRISARI WDANK BAJIGUR 4X15GR,MAKANAN & MINUMAN OLAHAN,15500,5,77500,Shopee,KEMANG,17500
87888525763,6C1337718721,2/4/2025,Voucher,10300700000000,SWJ CAISIM POTONG 100GR,MAKANAN & MINUMAN OLAHAN,8500,3,25500,Gojek,KEMANG,3000
87888525763,6C1337718721,2/4/2025,Voucher,10601800000000,JAYS KALDU JAMUR,MAKANAN & MINUMAN OLAHAN,33000,5,165000,Gojek,KEMANG,40500
81358304838,6C7097317322,5/14/2025,Voucher,11206600000000,AICE HISTERIA VANILA 70ML,MAKANAN & MINUMAN OLAHAN,9000,3,27000,Offline,KEMANG,7540.53
81358304838,6C7097317322,5/14/2025,Voucher,10607800000000,NABATI RICHOCO 110GR,MAKANAN & MINUMAN OLAHAN,9200,5,46000,Offline,KEMANG,15127.9
81387282284,6C5866274174,3/2/2025,Debit Card,10601700000000,BERTOLLI RED GRAPE VINEGAR 500GR,MAKANAN & MINUMAN OLAHAN,57500,3,172500,Offline,KRANJI,34800
81387282284,6C5866274174,3/2/2025,Debit Card,10601700000000,CAP JEMPOL SAMBAL BWG PUTIH 320ML,BUMBU & KONDIMEN,24500,4,98000,Offline,KRANJI,34364
85713925000,6C6047705445,3/19/2025,Voucher,10501200000000,BERNARDI BEEF BURGER 250GR,DAGING,44200,3.73,164866,Tokopedia,BOGOR,45506
85713925000,6C6047705445,3/19/2025,Voucher,10601700000000,MY TASTE SWEET AND SOUR SAUCE 500GR,MAKANAN & MINUMAN OLAHAN,21800,4,87200,Tokopedia,BOGOR,27200
81373452860,6C9346392629,2/6/2025,Voucher,10601800000000,KRATON BUMBU SOTO BANJAR 120GR,BUMBU & KONDIMEN,34500,3,103500,Offline,SOREANG BANDUNG,22418.91
81257187923,6C4525082594,12/13/2025,Voucher,10501200000000,WEI WANG MINI PAO CHOCO,MAKANAN & MINUMAN OLAHAN,40000,1,40000,WA,JATI RAWAMANGUN,13250
81257187923,6C4525082594,12/13/2025,Voucher,10300700000000,DF BUNCIS TW 200GR,MAKANAN & MINUMAN OLAHAN,9700,4,38800,WA,JATI RAWAMANGUN,2800
81170289841,6C5968556028,10/13/2025,QRIS,10605300000000,"MASAKO AYAM PACK 8,5GR",AYAM & TELUR,3000,0.62,1860,Tokopedia,CIKAMPEK,479.64
82145501060,6C8690305827,8/28/2025,QRIS,10605300000000,"MASAKO AYAM PACK 8,5GR",AYAM & TELUR,3000,0.53,1590,Offline,KRANJI,410.02
85743749331,6C3335153181,12/10/2025,Cash,10100200000000,GOURMET MASTER SR GALBI PRIME 250GR,MAKANAN & MINUMAN OLAHAN,93000,1,93000,WA,GDC DEPOK,11350
85743749331,6C3335153181,12/10/2025,Cash,10607800000000,KAFFA STIK JAHE 100GR,MAKANAN & MINUMAN OLAHAN,25200,1,25200,WA,GDC DEPOK,8200
81310717140,6C8162339880,12/16/2025,Cash,10501200000000,BOSS SOSIS BAKAR LADA HITAM JUMBO 550GR,PRODUK OLAHAN BEKU,32900,5,164500,Offline,CIKAMPEK,69270
81310717140,6C8162339880,12/16/2025,Cash,10100100000000,BCL TENDERLOIN LOKAL KG,DAGING,180000,3.46,622800,Offline,CIKAMPEK,55360
81310717140,6C8162339880,12/16/2025,Cash,10607800000000,LIANGGUI BISCUIT SALTED EGG 110GR,MAKANAN & MINUMAN OLAHAN,30900,3,92700,Offline,CIKAMPEK,22431
81310717140,6C8162339880,12/16/2025,Cash,10501200000000,BELFOODS CHICKEN CORDON BLUE 250GR,AYAM & TELUR,43300,1.97,85301,Offline,CIKAMPEK,24071.27
81186580281,6C2205381582,3/21/2025,QRIS,10100100000000,DAGING RENDANG SHANKLE KG,DAGING,101900,0.96,97824,WA,JATI RAWAMANGUN,15264
81186580281,6C2205381582,3/21/2025,QRIS,10501200000000,GURAME BUMBU GORENG,BUMBU & KONDIMEN,64400,1,64400,WA,JATI RAWAMANGUN,16400
81186580281,6C2205381582,3/21/2025,QRIS,10300600000000,PISANG GEMBOR BESAR,MAKANAN & MINUMAN OLAHAN,10000,1,10000,WA,JATI RAWAMANGUN,1000
81196362193,6C3066425902,7/26/2025,Voucher,10607800000000,MANON BROWNIES 3 NUT,MAKANAN & MINUMAN OLAHAN,17500,1,17500,Offline,BOGOR,3475
85764003585,6C4993822404,5/19/2025,Debit Card,10707700000000,PEMANGGANGAN,MAKANAN & MINUMAN OLAHAN,666200,5,3331000,Shopee,KRANJI,956000
85764003585,6C4993822404,5/19/2025,Debit Card,10707700000000,CAPITAN LEBAR,MAKANAN & MINUMAN OLAHAN,79900,5,399500,Shopee,KRANJI,114500
81360484755,6C6994686624,6/10/2025,Voucher,10100100000000,BEEF ULB DAGING KEPALA KG,DAGING,90000,1.25,112500,Gojek,KEMANG,7875
81192693659,6C3099747665,10/17/2025,Debit Card,10601700000000,MY TASTE MUSHROOM SAUCE 500GR,MAKANAN & MINUMAN OLAHAN,25600,2,51200,Gojek,SOREANG BANDUNG,18200
82123560864,6C1003384040,6/20/2025,Debit Card,10607000000000,MANITA BUMBU NASGOR AMPELA BALADO 80GR,BUMBU & KONDIMEN,8900,4,35600,Gojek,SOREANG BANDUNG,10376
81349939228,6C6494624010,1/18/2025,Cash,10601800000000,FINNA KERUPUK UDANG DELICIUS 380GR,IKAN & HASIL LAUT,43000,2.9,124700,WA,GDC DEPOK,20062.2
81147463142,6C7568230618,11/30/2025,Cash,10300700000000,BAYAM TRADE 300GR,AYAM & TELUR,8000,2.46,19680,Shopee,TEBET,2460
81147463142,6C7568230618,11/30/2025,Cash,10602100000000,MILK LIFE UHT STRAWBERRY KIDS 115ML,MAKANAN & MINUMAN OLAHAN,2700,5,13500,Shopee,TEBET,2875
82189061211,6C4688551099,2/25/2025,Debit Card,10602400000000,HYDRO COCO ORIGINAL 250ML,MAKANAN & MINUMAN OLAHAN,7900,5,39500,Gojek,GDC DEPOK,10250
82189061211,6C4688551099,2/25/2025,Debit Card,10601700000000,KEWPIE SALAD DRESSING WITH WJN SGRAI 500ML,MAKANAN & MINUMAN OLAHAN,84500,2,169000,Gojek,GDC DEPOK,44334
81328182093,6C2565831034,1/3/2025,Voucher,11205200000000,GM CHICKEN NUGGET MIX MEMBER,AYAM & TELUR,52500,4.57,239925,Shopee,JATI RAWAMANGUN,41100.52
81376179774,6C7942392936,4/21/2025,QRIS,10602000000000,ALAMME PURE HONEY 250ML,MAKANAN & MINUMAN OLAHAN,46750,2,93500,WA,GDC DEPOK,18700
87815949963,6C4703250214,4/11/2025,Debit Card,10602200000000,SEDAAP MIE CUP SOTO 81GR,MAKANAN & MINUMAN OLAHAN,5200,2,10400,WA,SOREANG BANDUNG,2896.26
87815949963,6C4703250214,4/11/2025,Debit Card,10601700000000,KIKKOMAN KECAP ASIN KHAS JEPANG 150GR,BUMBU & KONDIMEN,24000,2,48000,WA,SOREANG BANDUNG,13600
82139063120,6C3260378225,9/2/2025,Voucher,10601800000000,SUN KARA SANTAN KELAPA 200ML,MAKANAN & MINUMAN OLAHAN,19000,2,38000,Shopee,GDC DEPOK,12574
87816810308,6C2430787260,12/30/2025,Cash,10300700000000,PWT JAMUR KUPING 200GR,MAKANAN & MINUMAN OLAHAN,13300,3,39900,Gojek,BOGOR,2100
81163210383,6C1277823094,2/12/2025,Voucher,10300700000000,SWJ BABY LABU SIAM 300GR,MAKANAN & MINUMAN OLAHAN,8600,1,8600,Shopee,GDC DEPOK,600
81163210383,6C1277823094,2/12/2025,Voucher,10501100000000,5DAYS PANDAN SRIKAYA,MAKANAN & MINUMAN OLAHAN,7300,5,36500,Shopee,GDC DEPOK,12437.5
81328548865,6C7867705703,1/20/2025,QRIS,10602200000000,LA FONTE COCCIOLINI 207 500GR,MAKANAN & MINUMAN OLAHAN,17000,1,17000,Shopee,JATI RAWAMANGUN,4075
82152937082,6C2659028310,6/22/2025,Cash,10702700000000,SOKLIN LIQUID DET ANTI BAC PCH 750ML,MAKANAN & MINUMAN OLAHAN,22500,4,90000,Shopee,SOREANG BANDUNG,24576.56
82152937082,6C2659028310,6/22/2025,Cash,10607000000000,LA FANCY BUMBU DAGING MONTREAL 60GR,DAGING,39900,2.04,81396,Shopee,SOREANG BANDUNG,22585.19
82152937082,6C2659028310,6/22/2025,Cash,10603800000000,ROYCO BUMBU SOTO 40GR,BUMBU & KONDIMEN,7000,5,35000,Shopee,SOREANG BANDUNG,11350
81120811365,6C9938485319,3/10/2025,Cash,10602000000000,URAY MADU BTL 450ML,MAKANAN & MINUMAN OLAHAN,99500,5,497500,Offline,KRANJI,82500
81120811365,6C9938485319,3/10/2025,Cash,10501100000000,SURI CHICKEN COCKTAIL 500GR,AYAM & TELUR,33000,2.83,93390,Offline,KRANJI,21352.35
87812150783,6C2440892167,3/11/2025,Debit Card,10602600000000,SOYJOY MOCHA CHOCO CASHEW 30GR,MAKANAN & MINUMAN OLAHAN,9900,1,9900,Gojek,TEBET,2351.94
85725180092,6C2796722484,6/24/2025,QRIS,10300600000000,PISANG ULI BESAR,MAKANAN & MINUMAN OLAHAN,7000,5,35000,Shopee,TEBET,5000
81224517900,6C3228773116,10/24/2025,Voucher,10601700000000,KIKKOMAN GARLIC TERIYAKI SAUCE 300GR,MAKANAN & MINUMAN OLAHAN,25000,2,50000,Offline,CIKAMPEK,18200
81224517900,6C3228773116,10/24/2025,Voucher,10602600000000,GERY SALUUT MALKIST KEJU 105GR,MAKANAN & MINUMAN OLAHAN,8200,5,41000,Offline,CIKAMPEK,12982
81224517900,6C3228773116,10/24/2025,Voucher,10100100000000,BEEF BABAT SAPI FRESH,DAGING,72000,0.85,61200,Offline,CIKAMPEK,11860.9
87875166988,6C8294222438,5/1/2025,Cash,10501100000000,CIMORY YOGHURT DRINK PLAIN 250ML,MAKANAN & MINUMAN OLAHAN,8900,5,44500,Tokopedia,TEBET,10865
87875166988,6C8294222438,5/1/2025,Cash,10604300000000,YOUVIT MULTIVITAMIN KIDS 28GR,MAKANAN & MINUMAN OLAHAN,19900,1,19900,Tokopedia,TEBET,6454
87875166988,6C8294222438,5/1/2025,Cash,10607800000000,OATSIDE CRUNCH BAR CHOCOLATE 18GR,MAKANAN & MINUMAN OLAHAN,5500,2,11000,Tokopedia,TEBET,3342
81128271985,6C4780181042,5/21/2025,Voucher,10501200000000,HOME SHOESTRING BATTER COATED 1KG,MAKANAN & MINUMAN OLAHAN,45500,2,91000,Tokopedia,KEMANG,19468
81128271985,6C4780181042,5/21/2025,Voucher,10300700000000,PWT RAWIT MERAH 200GR,MAKANAN & MINUMAN OLAHAN,14400,1,14400,Tokopedia,KEMANG,750
87891217849,6C1812023924,10/24/2025,Cash,10607800000000,CREMONA SALTED CARAMEL FLAVOUR CRISP MALT WAFER CHOCO WB BAG T3 (12X36GR),MAKANAN & MINUMAN OLAHAN,17500,5,87500,Gojek,GDC DEPOK,26689.2
87891217849,6C1812023924,10/24/2025,Cash,10707700000000,TOKAI,MAKANAN & MINUMAN OLAHAN,33300,1,33300,Gojek,GDC DEPOK,9550
81161056021,6C7761339446,6/14/2025,Cash,10501100000000,DIAMOND JUICE JERUK 500ML,MAKANAN & MINUMAN OLAHAN,17500,1,17500,Gojek,JATI RAWAMANGUN,5037
81161056021,6C7761339446,6/14/2025,Cash,10602400000000,NAGASLU JUS KEDONDONG KIAMBOY 250ML,MAKANAN & MINUMAN OLAHAN,15000,1,15000,Gojek,JATI RAWAMANGUN,3000
81161056021,6C7761339446,6/14/2025,Cash,10300700000000,SPI BABY BUNCIS 200GR,MAKANAN & MINUMAN OLAHAN,10100,4,40400,Gojek,JATI RAWAMANGUN,2000
81161056021,6C7761339446,6/14/2025,Cash,10501200000000,RISOLLAKU MAYONAISE 500GR,BUMBU & KONDIMEN,32400,1,32400,Gojek,JATI RAWAMANGUN,8400
87826789179,6C4053132210,3/9/2025,Cash,10602600000000,DELFI HOT COCOA INDULGENCE 25GR,MAKANAN & MINUMAN OLAHAN,19800,3,59400,Shopee,GDC DEPOK,17790
85728548557,6C6839233170,11/6/2025,Cash,10601700000000,CABEYA SAMBAL TABUR BBQ 20GR,BUMBU & KONDIMEN,4900,1,4900,Tokopedia,SOREANG BANDUNG,1100
85728548557,6C6839233170,11/6/2025,Cash,10601700000000,GURIH YA CHEDDAR MASHED POTATO 50GR,MAKANAN & MINUMAN OLAHAN,22900,1,22900,Tokopedia,SOREANG BANDUNG,3000
81177831542,6C4018176029,7/30/2025,Cash,10602400000000,FRUIT TEA LEMON BTL 350ML,MAKANAN & MINUMAN OLAHAN,4700,5,23500,Tokopedia,CIKAMPEK,7401.65
85726153103,6C2685042993,6/13/2025,QRIS,10501200000000,BELFOODS NUGGET AYAM STIK ROYAL 500GR,AYAM & TELUR,54000,4.88,263520,Tokopedia,KRANJI,79309.76
81230770050,6C4121945621,8/30/2025,Debit Card,10607800000000,PAMMA MACARONI MIE GORENG 100GR,MAKANAN & MINUMAN OLAHAN,15500,2,31000,Gojek,SOREANG BANDUNG,7000
82198774676,6C1212604557,6/5/2025,Cash,10501100000000,CIMORY SQUEEZE BLUEBERRY 120ML,MAKANAN & MINUMAN OLAHAN,11600,2,23200,Tokopedia,GDC DEPOK,5018
81189583296,6C4413388098,6/17/2025,Cash,10601700000000,MY TASTE BUMBU RAWON 100GR,BUMBU & KONDIMEN,17800,3,53400,WA,KRANGGAN,21900
81189583296,6C4413388098,6/17/2025,Cash,10100200000000,SHABU CHUCK CREST PM 500GR,MAKANAN & MINUMAN OLAHAN,49000,3,147000,WA,KRANGGAN,29550
81189583296,6C4413388098,6/17/2025,Cash,10100100000000,BEEF OTAK SAPI FRESH,DAGING,202000,3.22,650440,WA,KRANGGAN,594847.02
81189583296,6C4413388098,6/17/2025,Cash,11208200000000,GOURMET MASTER CHICKEN NUGGET STICK 400GR,AYAM & TELUR,35000,3.67,128450,WA,KRANGGAN,47875.15
81189583296,6C4413388098,6/17/2025,Cash,10602600000000,KYLAFOOD SEBLAK REMPAH BANTAL 120GR,MAKANAN & MINUMAN OLAHAN,16499.99,3,49499.97,WA,KRANGGAN,11659.05
85753702350,6C9193836210,4/26/2025,Debit Card,10300700000000,SWJ PARE 500GR,MAKANAN & MINUMAN OLAHAN,17100,4,68400,WA,GDC DEPOK,4400
85753702350,6C9193836210,4/26/2025,Debit Card,10602200000000,LA FONTE SPAGHETI BOLOGNESE 117GR,MAKANAN & MINUMAN OLAHAN,7300,3,21900,WA,GDC DEPOK,5799.99
81284659053,6C1738925609,11/13/2025,Cash,10501100000000,YUN YI TAHU KING S KUNING 10S,MAKANAN & MINUMAN OLAHAN,23600,3,70800,WA,KRANJI,21300
81172280219,6C7081878875,7/15/2025,Voucher,10300700000000,SPI UBI JEPANG 1KG,MAKANAN & MINUMAN OLAHAN,16400,1,16400,WA,KEMANG,800
81172280219,6C7081878875,7/15/2025,Voucher,10602400000000,TEBS SPARKLING MIX FRUIT CAN 330ML,MAKANAN & MINUMAN OLAHAN,5900,3,17700,WA,KEMANG,5537.85
81172280219,6C7081878875,7/15/2025,Voucher,10605300000000,PAMMA KEJU TABUR NORI 30GR,MAKANAN & MINUMAN OLAHAN,17900,2,35800,WA,KEMANG,7800
81172280219,6C7081878875,7/15/2025,Voucher,10607800000000,ROUX BROWN CRIPS CHEESE 60GR,MAKANAN & MINUMAN OLAHAN,15000,4,60000,WA,KEMANG,6000
81172280219,6C7081878875,7/15/2025,Voucher,10501200000000,SO GOOD CHIKEN NUGGET HOT&SPICY 400GR,PRODUK OLAHAN BEKU,54400,4,217600,WA,KEMANG,77600
81228743185,6C5450922240,7/7/2025,QRIS,10300600000000,AKRAM SNACK 35GR,MAKANAN & MINUMAN OLAHAN,6000,4,24000,Gojek,KRANJI,10000
81228743185,6C5450922240,7/7/2025,QRIS,10601700000000,SEDAAP BUMBU KALDU SAPI 100GR,BUMBU & KONDIMEN,4000,2,8000,Gojek,KRANJI,2279.28
81228743185,6C5450922240,7/7/2025,QRIS,10707700000000,JAS HUJAN ELMONDO,MAKANAN & MINUMAN OLAHAN,66600,2,133200,Gojek,KRANJI,38200
81375198983,6C1502746319,8/31/2025,Cash,10702800000000,FAVOUR MULTI PURPOSE TOWEL TISSUE 160S,MAKANAN & MINUMAN OLAHAN,12000,1,12000,Offline,BOGOR,2900
81375198983,6C1502746319,8/31/2025,Cash,10300700000000,SWJ PUTREN 250GR,MAKANAN & MINUMAN OLAHAN,13800,4,55200,Offline,BOGOR,3200
81375198983,6C1502746319,8/31/2025,Cash,10607800000000,KAFFA PASTEL UDANG 150GR,IKAN & HASIL LAUT,19900,2.14,42586,Offline,BOGOR,13696
81375198983,6C1502746319,8/31/2025,Cash,10100100000000,MINCY MINCED BEEF 500GR,DAGING,92400,4.76,439824,Offline,BOGOR,73304
87859105569,6C3263088502,5/17/2025,Debit Card,10607100000000,KOKOKU PREMIUM GOLD BASMATI RICE 5KG,MAKANAN & MINUMAN OLAHAN,210000,4,840000,WA,KRANGGAN,140000
87859105569,6C3263088502,5/17/2025,Debit Card,10300700000000,SWJ BUNCIS TW 250GR,MAKANAN & MINUMAN OLAHAN,12800,4,51200,WA,KRANGGAN,3200
87859105569,6C3263088502,5/17/2025,Debit Card,10100100000000,BEEF ULB USUS,DAGING,24000,1.11,26640,WA,KRANGGAN,3330
87859105569,6C3263088502,5/17/2025,Debit Card,10200400000000,BAHAN FROZEN HATI AYAM,AYAM & TELUR,48900,1.98,96822,WA,KRANGGAN,14523.3
81258662229,6C1121059321,3/30/2025,Voucher,10602300000000,BERTOLLI EXTRA LIGHT OLIVE OIL 250ML,MAKANAN & MINUMAN OLAHAN,74900,1,74900,Tokopedia,TEBET,15200
81258662229,6C1121059321,3/30/2025,Voucher,10300700000000,SWJ PAKET SAYUR SOP EKONOMIS,MAKANAN & MINUMAN OLAHAN,10000,5,50000,Tokopedia,TEBET,10000
87828612086,6C7641003378,11/30/2025,Debit Card,10300700000000,SWJ CABE BESAR TW HIJAU 200GR,MAKANAN & MINUMAN OLAHAN,15900,3,47700,Gojek,GDC DEPOK,2700
87828612086,6C7641003378,11/30/2025,Debit Card,11205200000000,PAKET SAYANG,MAKANAN & MINUMAN OLAHAN,119900,1,119900,Gojek,GDC DEPOK,40278
85751212950,6C4592611394,9/14/2025,QRIS,10200400000000,SKI FROZEN WING STICK 500GR,PRODUK OLAHAN BEKU,23900,5,119500,Offline,TEBET,19500
85751212950,6C4592611394,9/14/2025,QRIS,10602600000000,KROBE SHRIMP HOT & SPICY 70GR,MAKANAN & MINUMAN OLAHAN,12100,4,48400,Offline,TEBET,11308
85751212950,6C4592611394,9/14/2025,QRIS,10605300000000,INDOFOOD SAMBAL BALADO MERAH 200GR,BUMBU & KONDIMEN,22000,2,44000,Offline,TEBET,14270.28
85785890165,6C6295303925,3/10/2025,Cash,10602600000000,NIKI ETJO KERIPIK BAWUD (BAWANG UDANG),IKAN & HASIL LAUT,16000,0.55,8800,Offline,KRANGGAN,1650
85785890165,6C6295303925,3/10/2025,Cash,10501100000000,WCC NATA DE COCO DESSERT LYCHEE 360GR,MAKANAN & MINUMAN OLAHAN,8600,2,17200,Offline,KRANGGAN,6390
87870535486,6C8454422260,11/24/2025,Voucher,10300700000000,JAMUR ENOKI REGULER 100GR,MAKANAN & MINUMAN OLAHAN,7900,4,31600,WA,KRANGGAN,21600
85719734497,6C4956858780,4/22/2025,QRIS,10501200000000,MY CHEF WHOLE MUSHROOM 425GR,MAKANAN & MINUMAN OLAHAN,17500,3,52500,Offline,KRANGGAN,16013.52
85719734497,6C4956858780,4/22/2025,QRIS,10602000000000,MORIN TOPPING CHOCOLATE 310GR,MAKANAN & MINUMAN OLAHAN,30500,1,30500,Offline,KRANGGAN,6333
85719734497,6C4956858780,4/22/2025,QRIS,10601700000000,GURIH YA BONITO BTL 45GR,MAKANAN & MINUMAN OLAHAN,27500,1,27500,Offline,KRANGGAN,4600
87831194373,6C8641063268,10/5/2025,Cash,10300700000000,SPI KENTANG BESAR 500GR,PRODUK OLAHAN BEKU,15200,3,45600,Shopee,GDC DEPOK,2400
87854956395,6C4793795630,5/19/2025,Cash,10300700000000,YF MIX BAYAM 250GR,AYAM & TELUR,11300,1.79,20227,Offline,BOGOR,984.5
87854956395,6C4793795630,5/19/2025,Cash,10100100000000,BEEF ULB LIDAH LOKAL UTUH KG,DAGING,102000,3.16,322320,Offline,BOGOR,15800
82132299592,6C2208037618,3/18/2025,Cash,10501200000000,CHAMP BEEF SOSIS SERBAGUNA 375GR,DAGING,40000,3.08,123200,Offline,SOREANG BANDUNG,32881.09
87875749924,6C2368547821,12/5/2025,Voucher,10603900000000,PRABU KERUPUK SAMIT 200GR,MAKANAN & MINUMAN OLAHAN,17800,3,53400,WA,CIKAMPEK,17400
87875749924,6C2368547821,12/5/2025,Voucher,10607800000000,NEXTAR STRAWBERRY COOKIES 80GR,MAKANAN & MINUMAN OLAHAN,7900,5,39500,WA,CIKAMPEK,9250
